text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,subject,internal_node_id,exp_id,trigger_times,responses,stimulus,possible_responses,stim_duration,condition,exp_stage,trial_num,correct_response,correct
,486,89,1636,0,probe,poldrack-single-stim,464,746060,s638,0.0-425.0,dot_pattern_expectancy,"745001,745681",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,11,71,false
,-1,-1,500,0,cue,poldrack-single-stim,465,746566,s638,0.0-426.0,dot_pattern_expectancy,746361,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,12,,
,-1,-1,2000,0,fixation,poldrack-single-stim,466,748572,s638,0.0-427.0,dot_pattern_expectancy,"747042,747721,748401",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,700,89,1500,0,probe,poldrack-single-stim,467,750075,s638,0.0-428.0,dot_pattern_expectancy,"749081,749761",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,12,89,true
,-1,-1,500,0,cue,poldrack-single-stim,468,750581,s638,0.0-429.0,dot_pattern_expectancy,750441,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,13,,
,-1,-1,2000,0,fixation,poldrack-single-stim,469,752588,s638,0.0-430.0,dot_pattern_expectancy,"751121,751801,752481",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,668,89,1636,0,probe,poldrack-single-stim,470,754229,s638,0.0-431.0,dot_pattern_expectancy,"753161,753842",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,13,89,true
,-1,-1,500,0,cue,poldrack-single-stim,471,754736,s638,0.0-432.0,dot_pattern_expectancy,754521,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,14,,
,-1,-1,2000,0,fixation,poldrack-single-stim,472,756743,s638,0.0-433.0,dot_pattern_expectancy,"755201,755881,756561",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1636,0,probe,poldrack-single-stim,473,758384,s638,0.0-434.0,dot_pattern_expectancy,"757242,757921",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,14,89,false
,-1,-1,500,0,cue,poldrack-single-stim,474,758891,s638,0.0-435.0,dot_pattern_expectancy,758601,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BY,test,15,,
,-1,-1,2000,0,fixation,poldrack-single-stim,475,760897,s638,0.0-436.0,dot_pattern_expectancy,"759281,759962,760641",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,2452,0,probe,poldrack-single-stim,476,763355,s638,0.0-437.0,dot_pattern_expectancy,"761322,762001,762682",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71",500,BY,test,15,71,false
,-1,-1,500,0,cue,poldrack-single-stim,477,763862,s638,0.0-438.0,dot_pattern_expectancy,763361,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,16,,
,-1,-1,2000,0,fixation,poldrack-single-stim,478,765867,s638,0.0-439.0,dot_pattern_expectancy,"764042,764721,765401",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,426,89,1500,0,probe,poldrack-single-stim,479,767371,s638,0.0-440.0,dot_pattern_expectancy,"766081,766761",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,16,89,true
,-1,-1,500,0,cue,poldrack-single-stim,480,767877,s638,0.0-441.0,dot_pattern_expectancy,767442,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BY,test,17,,
,-1,-1,2000,0,fixation,poldrack-single-stim,481,769882,s638,0.0-442.0,dot_pattern_expectancy,"768121,768801,769481",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,596,71,1500,0,probe,poldrack-single-stim,482,771387,s638,0.0-443.0,dot_pattern_expectancy,"770161,770841",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,BY,test,17,71,true
,-1,-1,500,0,cue,poldrack-single-stim,483,771893,s638,0.0-444.0,dot_pattern_expectancy,771521,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,18,,
,-1,-1,2000,0,fixation,poldrack-single-stim,484,773898,s638,0.0-445.0,dot_pattern_expectancy,"772201,772881,773561",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,587,89,1636,0,probe,poldrack-single-stim,485,775541,s638,0.0-446.0,dot_pattern_expectancy,"774241,774920",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,18,89,true
,-1,-1,500,0,cue,poldrack-single-stim,486,776046,s638,0.0-447.0,dot_pattern_expectancy,775601,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,19,,
,-1,-1,2000,0,fixation,poldrack-single-stim,487,778049,s638,0.0-448.0,dot_pattern_expectancy,"776281,776961,777642",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,572,89,1636,0,probe,poldrack-single-stim,488,779687,s638,0.0-449.0,dot_pattern_expectancy,"778321,779001,779681",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,19,89,true
,-1,-1,500,0,cue,poldrack-single-stim,489,780193,s638,0.0-450.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,20,,
,-1,-1,2000,0,fixation,poldrack-single-stim,490,782198,s638,0.0-451.0,dot_pattern_expectancy,"780361,781041,781722",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,619,71,1636,0,probe,poldrack-single-stim,491,783840,s638,0.0-452.0,dot_pattern_expectancy,"782401,783082,783761",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71",500,AY,test,20,71,true
,-1,-1,500,0,cue,poldrack-single-stim,492,784346,s638,0.0-453.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,21,,
,-1,-1,2000,0,fixation,poldrack-single-stim,493,786353,s638,0.0-454.0,dot_pattern_expectancy,"784440,785122,785802",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,413,89,1500,0,probe,poldrack-single-stim,494,787856,s638,0.0-455.0,dot_pattern_expectancy,"786482,787162,787843",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,21,89,true
,-1,-1,500,0,cue,poldrack-single-stim,495,788363,s638,0.0-456.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,22,,
,-1,-1,2000,0,fixation,poldrack-single-stim,496,790368,s638,0.0-457.0,dot_pattern_expectancy,"788522,789202,789882",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,586,89,1500,0,probe,poldrack-single-stim,497,791872,s638,0.0-458.0,dot_pattern_expectancy,"790562,791242",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,22,89,true
,-1,-1,500,0,cue,poldrack-single-stim,498,792378,s638,0.0-459.0,dot_pattern_expectancy,791920,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,23,,
,-1,-1,2000,0,fixation,poldrack-single-stim,499,794384,s638,0.0-460.0,dot_pattern_expectancy,"792601,793281,793961",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,592,89,1772,0,probe,poldrack-single-stim,500,796160,s638,0.0-461.0,dot_pattern_expectancy,"794640,795321,796001",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,23,89,true
,-1,-1,500,0,cue,poldrack-single-stim,501,796666,s638,0.0-462.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,24,,
,-1,-1,2000,0,fixation,poldrack-single-stim,502,798672,s638,0.0-463.0,dot_pattern_expectancy,"796682,797361,798043",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,557,89,2180,0,probe,poldrack-single-stim,503,800858,s638,0.0-464.0,dot_pattern_expectancy,"798720,799401,800081,800761",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,24,89,true
,-1,-1,500,0,cue,poldrack-single-stim,504,801366,s638,0.0-465.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BX,test,25,,
,-1,-1,2000,0,fixation,poldrack-single-stim,505,803370,s638,0.0-466.0,dot_pattern_expectancy,"801441,802121,802801",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,414,89,1772,0,probe,poldrack-single-stim,506,805146,s638,0.0-467.0,dot_pattern_expectancy,"803482,804162,804842",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,25,71,false
,-1,-1,500,0,cue,poldrack-single-stim,507,805653,s638,0.0-468.0,dot_pattern_expectancy,805522,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>",none,500,BY,test,26,,
,-1,-1,2000,0,fixation,poldrack-single-stim,508,807659,s638,0.0-469.0,dot_pattern_expectancy,"806202,806882,807562",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,727,71,1500,0,probe,poldrack-single-stim,509,809163,s638,0.0-470.0,dot_pattern_expectancy,"808243,808922",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,BY,test,26,71,true
,-1,-1,500,0,cue,poldrack-single-stim,510,809669,s638,0.0-471.0,dot_pattern_expectancy,809602,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,27,,
,-1,-1,2000,0,fixation,poldrack-single-stim,511,811672,s638,0.0-472.0,dot_pattern_expectancy,"810282,810962,811642",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,640,89,1500,0,probe,poldrack-single-stim,512,813178,s638,0.0-473.0,dot_pattern_expectancy,"812321,813002",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,27,89,true
,-1,-1,500,0,cue,poldrack-single-stim,513,813680,s638,0.0-474.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,28,,
,-1,-1,2000,0,fixation,poldrack-single-stim,514,815685,s638,0.0-475.0,dot_pattern_expectancy,"813683,814362,815042",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,604,89,1636,0,probe,poldrack-single-stim,515,817328,s638,0.0-476.0,dot_pattern_expectancy,"815722,816402,817081",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,28,89,true
,-1,-1,500,0,cue,poldrack-single-stim,516,817834,s638,0.0-477.0,dot_pattern_expectancy,817762,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,29,,
,-1,-1,2000,0,fixation,poldrack-single-stim,517,819839,s638,0.0-478.0,dot_pattern_expectancy,"818443,819121,819801",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,557,71,2180,0,probe,poldrack-single-stim,518,822021,s638,0.0-479.0,dot_pattern_expectancy,"820480,821161,821841",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,AY,test,29,71,true
,-1,-1,500,0,cue,poldrack-single-stim,519,822523,s638,0.0-480.0,dot_pattern_expectancy,822521,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,30,,
,-1,-1,2000,0,fixation,poldrack-single-stim,520,824528,s638,0.0-481.0,dot_pattern_expectancy,"823202,823882",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1223,71,2316,0,probe,poldrack-single-stim,521,826848,s638,0.0-482.0,dot_pattern_expectancy,"824562,825242,825922,826601",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71",500,AY,test,30,71,true
,-1,-1,500,0,cue,poldrack-single-stim,522,827355,s638,0.0-483.0,dot_pattern_expectancy,827282,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BX,test,31,,
,-1,-1,2000,0,fixation,poldrack-single-stim,523,829359,s638,0.0-484.0,dot_pattern_expectancy,"827962,828641,829322",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,786,89,1636,0,probe,poldrack-single-stim,524,831001,s638,0.0-485.0,dot_pattern_expectancy,"830002,830682",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,31,71,false
,-1,-1,500,0,cue,poldrack-single-stim,525,831508,s638,0.0-486.0,dot_pattern_expectancy,831362,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BX,test,32,,
,-1,-1,2000,0,fixation,poldrack-single-stim,526,833514,s638,0.0-487.0,dot_pattern_expectancy,"832042,832722,833402",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1267,71,2180,0,probe,poldrack-single-stim,527,835700,s638,0.0-488.0,dot_pattern_expectancy,"834082,834762,835442",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,32,71,true
,-1,-1,500,0,cue,poldrack-single-stim,528,836206,s638,0.0-489.0,dot_pattern_expectancy,836126,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,33,,
,-1,-1,2000,0,fixation,poldrack-single-stim,529,838212,s638,0.0-490.0,dot_pattern_expectancy,"836802,837482,838162",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,760,71,2044,0,probe,poldrack-single-stim,530,840261,s638,0.0-491.0,dot_pattern_expectancy,"838843,839522,840202",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,AY,test,33,71,true
,-1,-1,500,0,cue,poldrack-single-stim,531,840767,s638,0.0-492.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,34,,
,-1,-1,2000,0,fixation,poldrack-single-stim,532,842772,s638,0.0-493.0,dot_pattern_expectancy,"840882,841562,842242",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1772,0,probe,poldrack-single-stim,533,844549,s638,0.0-494.0,dot_pattern_expectancy,"842922,843602,844282",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,34,89,false
,-1,-1,500,0,cue,poldrack-single-stim,534,845055,s638,0.0-495.0,dot_pattern_expectancy,844961,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,35,,
,-1,-1,2000,0,fixation,poldrack-single-stim,535,847061,s638,0.0-496.0,dot_pattern_expectancy,"845642,846321,847002",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,758,89,1500,0,probe,poldrack-single-stim,536,848565,s638,0.0-497.0,dot_pattern_expectancy,"847682,848362",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,35,89,true
,-1,-1,500,0,cue,poldrack-single-stim,537,849068,s638,0.0-498.0,dot_pattern_expectancy,849043,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,36,,
,-1,-1,2000,0,fixation,poldrack-single-stim,538,851072,s638,0.0-499.0,dot_pattern_expectancy,"849722,850402",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,557,89,2180,0,probe,poldrack-single-stim,539,853258,s638,0.0-500.0,dot_pattern_expectancy,"851081,851762,852442,853122",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,36,89,true
,-1,-1,500,0,cue,poldrack-single-stim,540,853765,s638,0.0-501.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,37,,
,-1,-1,2000,0,fixation,poldrack-single-stim,541,855769,s638,0.0-502.0,dot_pattern_expectancy,"853802,854482,855162",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,989,71,2452,0,probe,poldrack-single-stim,542,858228,s638,0.0-503.0,dot_pattern_expectancy,"855842,856522,857202,857882",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71",500,AY,test,37,71,true
,-1,-1,500,0,cue,poldrack-single-stim,543,858735,s638,0.0-504.0,dot_pattern_expectancy,858562,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,38,,
,-1,-1,2000,0,fixation,poldrack-single-stim,544,860741,s638,0.0-505.0,dot_pattern_expectancy,"859243,859922,860602",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1636,0,probe,poldrack-single-stim,545,862382,s638,0.0-506.0,dot_pattern_expectancy,"861282,861962",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,38,89,false
,-1,-1,500,0,cue,poldrack-single-stim,546,862889,s638,0.0-507.0,dot_pattern_expectancy,862641,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,39,,
,-1,-1,2000,0,fixation,poldrack-single-stim,547,864895,s638,0.0-508.0,dot_pattern_expectancy,"863321,864002,864682",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,469,89,1908,0,probe,poldrack-single-stim,548,866809,s638,0.0-509.0,dot_pattern_expectancy,"865362,866043,866723",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,39,89,true
,22063,32,22063,0,end,poldrack-single-stim,549,888874,s638,0.0-510.0,dot_pattern_expectancy,"867403,868082,868762,869444,870123,870803,871482,872162,872842,873522,874201,874882,875562,876242,876922,877602,878282,878962,879642,880322,881001,881682,882362,883042,883722,884402,885082,885762,886442",,<div class = centerbox><div class = center-text><i>Fin</i></div></div>,32,22063,,,,,
